nama_hotel,alamat_hotel,jumlah_kamar
Duta Guest House,"<span itemprop=""address"">Jl. Prawirotaman No. 26, Brontokusuman, Mergangsan, Yogyakarta, Indonesia</span>",5
Homestay Sawo Manis,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Simply Homy Guest House Unit UNY Samirono,"<span itemprop=""address"">Jl. Nusa indah CT6 No. 79, Samirono, Yogyakarta, Indonesia</span>",3
ABG Colonial Heritage Guesthouse,"<span itemprop=""address"">Pringgokusuman GT II No. 430, Malioboro, Pringgokusuman, Gedongtengen, Yogyakarta, DI Yogyakarta, Indonesia</span>",2
Nusalink at Medical Homestay,"<span itemprop=""address"">Jl. Kabupaten Jl. Nila, Kranggahan I, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291</span>",3
Kebon Krapyak Cottage,"<span itemprop=""address"">Jl. Raya Krapyak No.1, Bakungan, Wedomartani, Ngemplak, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",1
OYO 810 Idola Residence,"<span itemprop=""address"">Jl. Pandean Sari No. 22 Blok 3 RT.10 RW.63, Candok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",5
OYO 347 Bayang Brothers Guest House,"<span itemprop=""address"">Jalan Jodipati No.15A, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia, Yogyakarta</span>",5
Klakat Bambu Homestay,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",5
Bukit Lintang Sewu Glamping,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",5
Golden Inn 1,"<span itemprop=""address"">Jl. Monjali No.199, Kutu Dukuh, Sinduadi, Mlati, Kabupaten Sleman, DI Yogyakarta, Indonesia</span>",17
Kebon Pring Floating Resort & Market,"<span itemprop=""address"">Bintaran wetan RT 05 srimulyo piyungan, Bantul, Yogyakarta,.</span>",9
Grya Natasha Guest House,"<span itemprop=""address"">Jl. Tembus II, Sanggrahan, Condongcatur, Sleman, Yogyakarta, Indonesia</span>",2
Losmen Panorama,"<span itemprop=""address"">Mancingan XI, Parangtritis, Kretek, Bantul, DI Yogyakarta</span>",13
Hotel Gemah Ripah,"<span itemprop=""address"">Jl. Wonosari KM 1 No. 2, Pringgolayan, Banguntapan, Bantul, Yogyakarta, Indonesia</span>",5
Simply Homy Monjali 2,"<span itemprop=""address"">Jl. Nyi Tjondro Loekito Gg. Safir 32 A, Sendangadi, Mlati, Sleman, Daerah Istimewa Yogyakarta</span>",3
Zidan Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",5
OYO 3864 Babaran 71,"<span itemprop=""address"">Jl. Babaran No.71, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164</span>",13
OYO 2394 Hotel Brosta Near RS Ludira Husada Tama,"<span itemprop=""address"">Jl. Ontorejo No.4, Wirobrajan</span>",9
Penginapan Griya Watukelir,"<span itemprop=""address"">Pantai Indrayanti, Jl. Pantai Selatan Jawa, Desa Tepus, Kecamatan Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",5
Abimanyu Homestay,"<span itemprop=""address"">Tegal RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",9
Hotel di Jogja,,1
Simply Homy Guest House Ambarukmo 2,"<span itemprop=""address"">Perum Beverly Kav. B4 No. 29, Yogyakarta</span>",3
Nusalink at Parangtritis,"<span itemprop=""address"">Ruko Perwita Regency, Blok A No.2, Jl. Parangtritis Km 3,5, Randubelang, Bangunharjo, Kec. Sewon, Bantul, Daerah Istimewa Yogyakarta 55188</span>",2
Hotel Trias Parangtritis,"<span itemprop=""address"">Mancingan RT 04, Pantai Parangtritis, Kretek, Bantul, Yogyakarta, Indonesia</span>",13
Nusalink Villa Soegi at Ngemplak,"<span itemprop=""address"">Babadan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584</span>",2
Simply Homy Guest House Malioboro 2,"<span itemprop=""address"">Jl. Tegal Panggung No. 32, Danurejan, Yogyakarta, Indonesia</span>",2
Simply Homy Guest House Sawit Sari 1,"<span itemprop=""address"">Jl. Sawitsari, Condongcatur, Yogyakarta</span>",2
Palem Kipas Homestay,"<span itemprop=""address"">Gg. Kenanga MJ3/59, Mantrijeron, Kota Yogyakarta, DI Yogyaakarta, Indonesia</span>",9
SPOT ON 2754 Miyagi Guesthouse,"<span itemprop=""address"">Tamanmartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571</span>",9
Mas Gun Guest House,"<span itemprop=""address"">Jalan Prawirotaman No.29</span>",5
Arnymas Homestay,"<span itemprop=""address"">Krebet, RT 01, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Dempak Indah Camp and Resort,"<span itemprop=""address"">Kanigoro Rt.33. mangunan,Dlingo,Bantul, DIY</span>",7
Omah Gedongkuning Syariah Homestay,"<span itemprop=""address"">Jl. Kusumanegara Gg. Ganesha, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",1
Bukit Tompak Cottage,"<span itemprop=""address"">Ngelosari RT 05 Srimulyo Piyungan Bantul</span>",5
Wisma Lovina,"<span itemprop=""address"">Macanan, Pantai Glagah, Temon, Kulon Progo, Yogyakarta, Indonesia</span>",17
Embe Joglo Homestay,"<span itemprop=""address"">Jl. Harjosudiro, Sanggrahan, Condong Catur, Depok, Sleman, DI Yogyakarta, Indonesia</span>",10
Jogo Segoro Homestay,"<span itemprop=""address"">Pantai Sundak, Jl. Pantai Selatan Jawa, Desa Sidoharjo, Kecamatan Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",21
Wahyu Homestay,"<span itemprop=""address"">Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",3
Prayogo Lama Guest House,"<span itemprop=""address"">Jl. Prawirotaman I No.34 B, Brontokusuman, Mergangsan, Kota Yogyakarta, DI Yogyakarta, Indonesia</span>",4
Homestay Mbak Nur,"<span itemprop=""address"">Bukit Panguk, Kanigoro, Mangunan, Dlingo, Bantul, Daerah Istimewa Yogyakarta</span>",3
Fatia Homestay,"<span itemprop=""address"">Jl. Kebun Raya Gg. Terate No. 29, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Indonesia</span>",9
Homestay Dulngori,"<span itemprop=""address"">Krebet, RT 03, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4
Homestay Hana,"<span itemprop=""address"">Cempluk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",3
Wisma Joyo,"<span itemprop=""address"">Jl. Astomulyo No. 63, Kaliurang</span>",29
d'Omah Afi,"<span itemprop=""address"">Jl. Jogja Ring Road Sel. No. 5, Jogonalan Lor, Tirtonirmolo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",9
Arjuna Homestay,"<span itemprop=""address"">Nglinggo Timur RT 28/RW 14, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",9
Sweet Home Homestay,"<span itemprop=""address"">Jl. Seturan Baru APH 3 Blok E No. 27, Seturan, Yogyakarta, Indonesia</span>",2
The Soemarsono Hotel,"<span itemprop=""address"">Jl. Perumnas No. 296, Caturtunggal, Depok, Sleman, Yogyakarta, Indonesia</span>",7
Disaster Oasis Training Center,"<span itemprop=""address"">Jl. Kaliurang Km. 21,5, 55283 Kaliurang, Indonesia </span>",13
Omahkoe Jongke,"<span itemprop=""address"">Jl. Jongke Kidul RT. 6 Rw. 24, Kringsepuluh, Sendangadi, Mlati, Sleman, Yogyakarta, Indonesia</span>",2
OYO 2633 Beto Guest House,"<span itemprop=""address"">Jl Raya Berbah Utara, Tegal Tirto, Berbah, Jagalan, Tegaltirto, Kec. Berbah, Kab. Sleman</span>",3
Hotel di Jogja,,1
Dann's Homestay,"<span itemprop=""address"">Jl. Dahmoro, Bukit lintang Sewu, Muntuk, Dlingo, Bantul, Yogyakarta,</span>",5
Green Belt,"<span itemprop=""address"">Jl. Raya Tajem, Gang Mandiri No. 7, Pucanganom, Wedomartani, Ngemplak, Sleman, Yogyakarta, Indonesia</span>",3
Hotel Widodo 1,"<span itemprop=""address"">Pantai, Parangtritis, Kec. Kretek, Bantul, Daerah Istimewa Yogyakarta 55772</span>",7
Sri Dewi Homestay,"<span itemprop=""address"">Sinogo RT 53 RW 26, Pagerharjo, Samigaluh, Kulonprogo</span>",7
Suryoputran21,"<span itemprop=""address"">Jl. Suryoputran No. 21, Panembahan, Kraton, Yogyakarta, Indonesia</span>",2
OYO 634 Elga Sastro Inn Syariah,"<span itemprop=""address"">Jl. KH. Ahmad Dahlan Ngadiwinatan NG1/1174, Ngampilan, DI Yogyakarta, Indonesia</span>",13
Griya Lowanu Yogyakarta,"<span itemprop=""address"">Jl. Lowanu No.99b, Sorosutan, Umbulharjo, Kota Yogyakarta 55162</span>",5
Losmen Parikesit,"<span itemprop=""address"">Mancingan XI, RT 4, Pantai, Parangtritis, Kretek, Bantul, Yogyakarta, Indonesia</span>",9
DRW Kost Exclusive & Homestay,"<span itemprop=""address"">Gg. Dandang Gulo No.B4, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",13
Restu Hotel Yogyakarta,"<span itemprop=""address"">Jl. Batikan No. 7, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",3
Ki Agung Prestise Hotel,"<span itemprop=""address"">Jl. Prawirotaman II MG 3 No.596 A, Yogyakarta, Indonesia</span>",6
Omah Kemiri 5 Yogyakarta,"<span itemprop=""address"">Jl. Perum Sleman Permai 2, Tlogoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta</span>",6
Setren Opak Camping Resort,"<span itemprop=""address"">Karangploso rt 03 sitimulyo piyungan bantul</span>",9
Limasan Wongso,"<span itemprop=""address"">Jl. Rajek Lor - Rajek Wetan, Tirtoadi, Mlati, Sleman</span>",9
Kembang Gula Hostel Malioboro,"<span itemprop=""address"">Jl. Jagalan Beji No. 1, Purwokinanti, Pakualaman, Yogyakarta, DI Yogyakarta, Indonesia</span>",4
SPOT ON 2107 Ijo Pupus Syariah Residence,"<span itemprop=""address"">Jl. Kusumanegara No.917, Jomblangan, Banguntapan, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta 55171</span>",4
Opak Homestay Syariah,"<span itemprop=""address"">Jl. Opak Raya KM 1.5 Bokoharjo, Prambanan, Sleman, Daerah Istimewa Yogyakarta</span>",2
Guesthouse Sadewa,"<span itemprop=""address"">Sebo, RT 78 RW 36 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",5
Omah Awang Family Homestay,"<span itemprop=""address"">Jl. Ahmad Wahid No.236, Pelem, Baturetno, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta</span>",3
Ndalem Winie Asri,"<span itemprop=""address"">Jl. Magelang Km 7 Jombor Lor No 65 (Timur Fly Over), Sinduadi, Mlati, Sleman, Yogyakarta, Indonesia</span>",3
OYO 3819 Hotel Winotosastro,"<span itemprop=""address"">Jl. Parangtritis No.67, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143</span>",9
Helendami Homestay,"<span itemprop=""address"">Nglinggo Timur RT 29/RW 15, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",5
ADARO Homestay,"<span itemprop=""address"">Jl. Demakan Baru TR.III Gg Teratai No.763, Tegalrejo, Daerah Istimewa Yogyakarta, Indonesi</span>",4
Ndalem Grogol Kulon,"<span itemprop=""address"">Jl. Kadipiro No 5, RT4 / RW 18, Margodadi, Seyegan, Sleman, Yogyakarta, Indonesia</span>",9
Homestay Miftah,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3
OYO 90325 Pondok Dnayu Syariah,"<span itemprop=""address"">Jl. Menayu Lor No.118, Menayu Lor, Tirtonirmolo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta 55181</span>",5
Omahe Nunik,"<span itemprop=""address"">Jl. Langenastran Lor No. 5A, Panembahan, Kraton, Yogyakarta, Indonesia</span>",2
D'Java Homestay Unit Monjali 2 by The Grand Java,"<span itemprop=""address"">Jl. Lempong Sari Gang Bawal No. 4A, Jongkang, Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Ndalem Joglo Krawitan Homestay,"<span itemprop=""address"">Jl. Degolan No.3 Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",3
Votel Maerakatja Yogyakarta,"<span itemprop=""address"">Jl. R. W. Monginsidi No. 22 B, Karangwaru, Tegalrejo, DI Yogyakarta, Indonesia</span>",3
Hotel di Jogja,,1
Oma Homestay Jogja,"<span itemprop=""address"">Jl. Kadirojo I RT. 04, RW. 01, Gang Kamboja 31 B, Purwomartani, Kalasan, Sleman, Yogyakarta, Indonesia</span>",2
Puri Indah Inn,"<span itemprop=""address"">Jl.Pramuka No.55, Kaliurang - Yogyakarta</span>",2
OYO 3892 Athaya Guesthouse Syariah,"<span itemprop=""address"">Jl. Kaliurang Km 5.2, Karangwuni D3A, Condongcatur, Depok, Sleman, Daerah Istimewa Yogyakarta 55281</span>",9
Hotel Wijaya 3 Kaliurang,"<span itemprop=""address"">Jl. Giri Kondang No.16, Kaliurang</span>",2
De Tropen Jogja,"<span itemprop=""address"">Jl. Joglo Tentrem No.3 RT 03/RW 16 Sariharjo, Ngaglik, Sleman, DI Yogyakarta, Indonesia</span>",4
Omahe Biyung,"<span itemprop=""address"">Jl. Indraprastha 23, Condongcatur, Depok, Yogyakarta, Indonesia</span>",2
Simply Homy Guest House Monjali 1,"<span itemprop=""address"">Jl. Lempong Sari, Ngaglik 1 No.43B, Yogyakarta</span>",3
Singgahsini Bobok Manis Maguwoharjo Sleman Yogyakarta,"<span itemprop=""address"">Jl. Ring Road Utara, Karang Nongko RT 7 RW 13, Sanggrahan, Maguwoharjo, Depok, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",3
Roto Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3
Ana Homestay,"<span itemprop=""address"">`Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",4
Camping Ground Kali Oya,"<span itemprop=""address"">Kali Oya, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta</span>",5
Asifa Homestay,"<span itemprop=""address"">Nglinggo Timur RT 29/RW 15, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",9
Griya Arimba Homestay,"<span itemprop=""address"">Jl. Mawar No. 01, Wedomartani, Ngemplak, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",2
Rock Garden Homestay & Resto,"<span itemprop=""address"">Jl. Pantai Selatan Jawa, Desa Tepus, Kec. Tepus, Gunung Kidul, Yogyakarta, Indonesia</span>",17
Hotel Kirana,"<span itemprop=""address"">Jl. Prawirotaman I No. 45, Mergangsan, Daerah Istimewa Yogyakarta, Indonesia</span>",3
OYO 759 Hotel Dewi Sri,"<span itemprop=""address""> Jl. Mangkuyudan No.65, Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia </span>",16
Natural Stone Homestay,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Omahe Haji Qoema Syariah 3,"<span itemprop=""address"">Jl. Saman II No.155B RT 05/15, Bangunharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta 55188, Indonesia</span>",3
Cassa Mia Villa 2,"<span itemprop=""address"">Jl. Demak No. 8, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",25
de Prisha,"<span itemprop=""address"">Jl. Janti No.65, Jaranan, Banguntapan, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta , Banguntapan, Yogyakarta, Provinsi Yogyakarta, Indonesia</span>",2
Argosari Homestay,"<span itemprop=""address"">Krebet, RT 01, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3
Homestay Azka,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Java Homestay,"<span itemprop=""address"">GT II No. 333, RT 12, RW 03, Pringgokusuman, Gedongtengen, Yogyakarta, Indonesia</span>",5
Hotel Wismancala Kaliurang,"<span itemprop=""address"">Jl. Tlogo Putri, Kaliurang Timur</span>",11
Hotel Urban Latifa,"<span itemprop=""address"">Jl. Kapas Kledokan, 16-18, Seturan, Caturtunggal, Yogyakarta, Indonesia</span>",2
Homestay Rahayu,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",3
Griya Erlangga Homestay,"<span itemprop=""address"">Krebet, RT.03, Sendangsari, Pajangan, Bantul, Yogyakarta</span>",9
OYO 1643 Grand Monica Near Jogja International Hospital,"<span itemprop=""address"">JL. Selokan Mataram No. 416, Kaliwaru, Condongcatur</span>",13
Hotel Wisnugraha Syariah,"<span itemprop=""address"">Jl. Kusumanegara, No.114, Muja Muju, Umbulharjo, Daerah Istimewa Yogyakarta</span>",4
Griya Godean Yogyakarta,"<span itemprop=""address"">Jl. Godean Km 4 No.10, 500 Meter Barat Mirota Godean, Jl. Kajor, Kwarasan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",5
Hotel di Jogja,,1
Penginapan BoB Home,"<span itemprop=""address"">Pantai Sadranan, Jalan Pantai Slili, Sidoharjo, Tepus, Kabupaten Gunung Kidul, Yogyakarta, Indonesia</span>",17
Simply Homy Guest House Pogung UGM,"<span itemprop=""address"">Jl. Pogung LOR No. 246 A, RT 12 / RW 48, Sinduadi, Mlati, Pogung, Sleman, Yogyakarta, Indonesia</span>",3
Homestay Hidayah,"<span itemprop=""address"">Nglinggo Timur RT 29/RW 15, Pagerharjo, Samigaluh, Kab. Kulon Progo</span>",7
D'Angkring Wisma Sarjana,"<span itemprop=""address"">Jl. Amerta No. 258 RT. 05 RW. 02, Seturan, Yogyakarta</span>",11
Penginapan Mentorogo,"<span itemprop=""address"">Jl. Kaliurang Km.25, Gang Bagong, Kaliurang</span>",25
Watu Wayang Camp & Tracking,"<span itemprop=""address"">Duwed Gentong,  rt 5 srimulyo Piyungan Bantul, Daerah Istimewa Yogyakarta</span>",9
Kutus Kutus Clemmie Huis,"<span itemprop=""address"">Jl. Suroto No. 14, Kotabaru, Gondokusuman, Yogyakarta, Indonesia</span>",5
Homestay Sudiono,"<span itemprop=""address"">Kanigoro, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",3
Sardi Homestay,"<span itemprop=""address"">Talaban RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",9
OYO 804 Ndalem Maharani Guest House,"<span itemprop=""address"">Jl. Sawojajar No.6, Panembahan, Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131, Indonesia, Yogyakarta</span>",29
Ancora Hotel Syariah Malioboro,"<span itemprop=""address"">Jalan Letjen Suprapto, No.36, Ngampilan, Ngampilan, Yogyakarta, DI Yogyakarta</span>",5
Ndalem Suratin Guest House,"<span itemprop=""address"">Jl. A M Sangaji No 68, Sinduadi, Yogyakarta, Indonesia</span>",5
Serut 1 Homestay,"<span itemprop=""address"">Jl. Kalibiru - Clapar, Kalibiru, Hargowilis, Kokap, Kabupaten Kulon Progo, Yogyakarta, Indonesia</span>",5
Wisma Sarjana Syariah,"<span itemprop=""address"">Jl. Kledokan IV, Blok B no.68, Caturnunggal, Depok, Yogyakarta, Indonesia</span>",3
The Awang Loji,"<span itemprop=""address"">Perum Bumi Elok Sampangan, Jl. Garuda 4, No.44 RT.16, Sampangan, Banguntapan, Yogyakarta, Indonesia</span>",1
Homestay Hanum,"<span itemprop=""address"">Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",3
Sor Sawo Krebet Homestay,"<span itemprop=""address"">Krebet, RT 02, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",5
Nadira Homestay,"<span itemprop=""address"">Pondok soragan indah No.6, Cungkuk, Ngestiharjo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Khatumbiri Yogyakarta,"<span itemprop=""address"">Jl. Pamularsih Gang Jeruk 3 WB 3/322, Patangpuluhan, Wirobrajan, Yogyakarta, Indonesia</span>",4
Dwi Sigit Homestay,"<span itemprop=""address"">Jayan RT 1, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",5
Simply Homy Guest House Jakal 3,"<span itemprop=""address"">Jl. Kaliurang Km. 8, Gang Kepel No. 8b, Condong Catur, Depok, Sleman, Yogyakarta, Indonesia</span>",3
Medical Kost Syariah,"<span itemprop=""address"">Jl. Kabupaten Gg. Nila, Trihanggo, Gamping, Kranggahan I, Trihanggo, Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291</span>",3
Griya Pamengkang 1 - Javanese House,"<span itemprop=""address"">Jl. Namburan Kidul No. 21, Kel. Panembahan, Kec. Kraton, Yogyakarta, Indonesia</span>",1
OYO 2889 Abel Homestay Syariah,"<span itemprop=""address"">Jl. Semokeling, Beringin Condong Catur, Condongcatur, Depok, Sleman</span>",9
Nabhan Homestay,"<span itemprop=""address"">Bulusari, Sarigono, Pagerharjo, Samigaluh, Kulon Progo</span>",9
Akar Wangi 1 Homestay,"<span itemprop=""address"">Tegal RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",17
Omah Ndeliq Jogja,"<span itemprop=""address"">Jl. Tambak Bayan IV No 23, Caturtunggal, Depok, Sleman, Yogyakarta, Indonesia</span>",2
Omah Regeng,"<span itemprop=""address"">Ngringinan, RT 09, Palbapang, Bantul, DIY</span>",9
Simply Homy Guest House Gejayan,"<span itemprop=""address"">Gang Delima, Gejayan, Condongcatur, Kec. Depok, Kab. Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",3
Hotel Wijaya 2 Kaliurang,"<span itemprop=""address"">Jl. Giri Kondang No.11, Kaliurang</span>",3
Hotel di Jogja,,1
Hotel Wilis,"<span itemprop=""address"">Jl. Sultan Agung No. 12, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Indonesia</span>",11
OYO 583 Puri Gejayan Asri Syariah,"<span itemprop=""address"">Gg. Wisnu No.6, Candok, Condongcatur, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281</span>",5
Cemara Homestay Palagan,"<span itemprop=""address"">Jl. Nglempongsari I, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Omah Kemiri 1 Yogyakarta,"<span itemprop=""address"">Perum Tambak Mas No. 66, Jalan Godean Km. 2, Yogyakarta</span>",9
Wisma Artha,"<span itemprop=""address"">Candi Dukuh, Sardonoharjo, Ngaglik, Sleman, Yogyakarta, Indonesia</span>",9
Ringin Guesthouse,"<span itemprop=""address"">Sebo, RT 80 RW 37 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",9
Vaanisaa Homestay,"<span itemprop=""address"">Perum Sidorejo, Gg. Sadewa, Ngestiharjo, Kasihan, Bantul, Yogyakarta, DI Yogykarta, Indonesia</span>",2
Sewu Bengi Homestay,"<span itemprop=""address"">Jl. Menukan No.300, Brontokusuman, Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia</span>",5
D'Java Homestay Unit Seturan by The Grand Java,"<span itemprop=""address"">Perum Griya Harapan Mulia, Dabag, Condongcatur, Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Ndalem Pakdhe Homestay,"<span itemprop=""address"">Grogol RT2 / RW 18 Margodadi Seyegan Sleman Yogyakarta</span>",5
Mutiara Guesthouse,"<span itemprop=""address"">RT 77 RW 36 Sidoharjo, Samigaluh, Kulon Progo, Yogyakarta</span>",5
Penginapan Mayasari,"<span itemprop=""address"">Jl. Pantai Krakal, Ngestirejo, Kec. Tanjungsari, Kabupaten Gunung Kidul, Yogyakarta, Indonesia</span>",9
Satriafi Hotel,"<span itemprop=""address"">Jl. Kesehatan No.143, Kaliurang Barat, Yogyakarta</span>",25
Singgahsini Isma Yogyakarta (Female Only),"<span itemprop=""address"">Jl. Gotong Royong, Gg. Flamboyan TR 2, RT.06 RW.02 No. 337B, Karangwaru Lor, Tegalrejo, Yogyakarta, Indonesia</span>",3
Jagad Homestay,"<span itemprop=""address"">Plono Timur RT 19 RW 10 Pagerharjo, Kulon Progo</span>",7
OYO 939 Rumah Teteh Syariah Kledokan,"<span itemprop=""address"">Jl. Garuni 1, No. 9, Kledokan, Caturtunggal, Kecamatan Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",3
Hotel Indah Malioboro,"<span itemprop=""address"">Jl. Jogonegaran No. 10, Jalan Malioboro, Ngampilan, Yogyakarta, Indonesia</span>",3
Happy Family Hotel,"<span itemprop=""address"">Jl. Jlagran Lor No. 10, Pringgokusuman, Gedongtengen, Kota Yogyakarta, Indonesia</span>",2
Homestay Pak Buang,"<span itemprop=""address"">Krebet, RT 04, Krebet, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta</span>",3
Shakilla Homestay,"<span itemprop=""address"">Jl. Kaliurang KM 5 Pogung Baru Blok D No. 26, Pogung Kidul, Yogyakarta, Indonesia</span>",3
Fernasya Home,"<span itemprop=""address"">Taman Griya Indah VI No. B1, Ngestiharjo, Kasihan, Bantul, Yogyakarta, Indonesia</span>",2
Bilik Bamboo,"<span itemprop=""address"">Timuran MG III No. 91 Brontokusuman, Mergangsan, Yogyakarta</span>",3
Omah Kemiri 3,"<span itemprop=""address"">Jl. KRT Pringgodiningrat Pangukan RT.03 RW.10 No.22&amp;25, Tridadi, Sleman, Yogyakarta, Indonesia</span>",5
Pondok Baneytha,"<span itemprop=""address"">KP. Bumijo Tengah 1321 C, RT 31, RW 07, Jetis, Yogyakarta</span>",9
Villa Mata Air,"<span itemprop=""address"">Jl. Godean Seyegan, Basak II, Margoluwih, Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia</span>",2
Akar Wangi 2 Homestay,"<span itemprop=""address"">Tegal RT 4, Kebon Agung, Kec. Imogiri, Bantul Daerah Istimewa Yogyakarta</span>",9
Homestay Ngudi,"<span itemprop=""address"">Cempuk, Mangunan, Dlingo, Bantul Regency, Special Region Of Yogyakarta</span>",3
Aparkost Putri Elsha Syariah,"<span itemprop=""address"">Jl. Kaliurang KM 13, Besi Raya, Sukoharjo, Ngaglik, Sleman, Yogyakarta, DI Yogyakarta, Indonesia</span>",2
